order_id,customer_id,product_id,monto_venta,costo_envio,total_pedido,categoria_producto,estado
cfec47e9c352e173e3a3fa663467e6ca,cce3a63160b8820b4a468a085d7e73fb,44feb28a74abb0f2f303412d60160750,127.0,9.08,136.08,books_technical,delivered
cfec583bec70f00c3a46676a88937f22,6a2fc863c33f70f985dc83ad2233acc9,f9d32dfeb09bfb527111ca6c7a06f2ee,109.9,26.85,136.75,bed_bath_table,delivered
cfec5af5f95fd772fb3c0891654a24b7,a991a323620f70a0dcb5e9d3ffae0a2d,84f456958365164420cfc80fbe4c7fab,99.0,17.94,116.94,bed_bath_table,delivered
cfed34f41af534e5a559e99136d02ba5,ae3462b3c800713251a4735764c7f4bf,0152cb427657428c06633fce6d721da4,169.9,8.44,178.34,food,delivered
cfed507ac357129f750f05a0d7d71b15,088d20d5878711d537176871a6e850e4,b6106bf3d09b8fdd33c3a9559da43145,460.0,237.11,697.11,furniture_living_room,delivered
cfed507ac357129f750f05a0d7d71b15,088d20d5878711d537176871a6e850e4,b6106bf3d09b8fdd33c3a9559da43145,460.0,237.11,697.11,furniture_living_room,delivered
cfed507ac357129f750f05a0d7d71b15,088d20d5878711d537176871a6e850e4,b6106bf3d09b8fdd33c3a9559da43145,460.0,237.11,697.11,furniture_living_room,delivered
cfed781f36b83cd848a78200091e54d1,833f560a4b6ee7d4fc17357b04378e59,04fa587378a8e74c3b0acc00efecc93e,289.9,60.47,350.37,auto,delivered
cfeeea2d9febd146693ff38c33b0b2b8,6e913b64fd2d9102fc1b02bc03d81224,2c0c951471371afa81e47d7bf8d20522,42.0,7.39,49.39,telephony,delivered
cff0989119cf4c7e05ff4e35210f9869,4e2e0a4987e850cf36488148cd7a8fc5,dd6a505f83dd3c6326aa9856519e0978,49.9,25.63,75.53,toys,delivered
cff1603c17c75c9240279e01bdff4b05,a5232c53beb2e7fbf6c5641525f0694f,389d119b48cf3043d311335e499d9c6b,53.9,21.35,75.25,garden_tools,delivered
cff23799a67437f662527dff6056233e,857818de2f9ea61790817c40cb6fcbd4,163da86e86f0089de089399c28c3fcbb,99.0,8.85,107.85,computers_accessories,delivered
cff26b49480fa8c4917fed0c71a61e21,7b5d824ef05303b0260d358a1adf9b2c,b46df49597c48fda458171cd058059c4,119.88,15.94,135.82,housewares,delivered
cff282aa6b1661a8b29c0c790c42e5ff,0b938c5c0b785c5c10dc10a2f5d65783,23b3e6e0aafa806f323de78534212b67,121.9,43.01,164.91,costruction_tools_garden,delivered
cff282aa6b1661a8b29c0c790c42e5ff,0b938c5c0b785c5c10dc10a2f5d65783,b24af8bca8813bcde4140ff8562f5e47,49.99,14.34,64.33,telephony,delivered
cff314344e536186940328c1c6ceec96,c4431889054423d14f32d584f7155bb1,909b87db6cb3a7ab26bd03cc59860136,40.0,8.11,48.11,computers_accessories,delivered
cff46468993417e62aaa9555e5b06195,77d697d535b401291fd2a9efe2c9544b,4abee1df902ca6e48fbe864fce3859bc,1914.58,141.26,2055.84,bed_bath_table,delivered
cff47646caf0e301a4622b80cc415cb9,c8dddeefdb81daac2796e6dd3fd3a661,f282b8032570cf3ce692b8ea7e1b6c53,149.9,23.63,173.53,baby,delivered
cff4d10ff5b5d90df2c9747fa66119f8,40d7f7d53e5b1e2ecbfdcaac7961530e,76426979761800347e9ea486ece96976,23.9,18.32,42.22,furniture_decor,delivered
cff56b4b6ab1de09fcdd6f4efa0a0fc0,1e6e86c36785c218182b1725886d9dda,83b00325c13c44245b2c3a2befa62a0e,159.99,32.15,192.14,baby,delivered
cff5d131d68af2eef5268034defe07ca,244d30900be58e7912de872ab6f81f5b,2f26beac326b9a10741b8c59f00a59ab,179.94,45.03,224.97,baby,delivered
cffa313cdff9d1f11d1a4d18be00369f,77a15f7a0bb69e8b0aecf36b112f9be0,f40876e0ef3cd5f9132b1f16b04b1346,99.9,16.46,116.36,health_beauty,delivered
cffaffa29cba49c69e3ec0dcb839ab16,352f63d61a5c828fb9ba41dac6beed8c,30b6868bde148b4c71716da3f1cdd9e3,69.9,16.25,86.15,baby,delivered
cffb339aa5f4745347d75d9999771453,5332220cc8eeb30685f818ac296ecb83,b7a89537c40b1f5a18b5ba75dbb91cbe,278.77,13.34,292.11,musical_instruments,delivered
cffc3fce7450b2db5f6294229289299b,cb8186cfd73cbc13a805fb47169868b6,2d345ff10108fba24af9fb50ba534bc0,26.9,16.79,43.69,fixed_telephony,delivered
cffc9d6f9230a7eb234ba6f3574db1ff,508c98640dab1de30b6663686fac065c,4cc8bfa581f41841ce5e24aba773a44a,56.99,17.97,74.96,bed_bath_table,delivered
cffd2e0d6321d2d79aac6c8166a55085,4cc3ed3fc6926d0c87ca70e1ed88ca8e,9ad75bd7267e5c724cb42c71ac56ca72,99.9,17.95,117.85,bed_bath_table,delivered
cffd5f25c5b79f9d24b419fdcf74befb,e7338cc8d627d7b7bd90a1ce591b8065,34ae7b24b85953dee979789e3b5b11de,84.0,22.52,106.52,fashion_bags_accessories,delivered
cffde0f0482fa704a6b0e543f838cbbf,135d3f1d080900a5bbea9a5a23c4385b,6cdd53843498f92890544667809f1595,349.9,21.69,371.59,health_beauty,delivered
cfff9089e53925469975b7e3026626ea,2990013a5e943d046a0eb0bae83a68d8,9592ea6bf88d20db726179927bbefeb2,49.9,9.34,59.24,housewares,delivered
d000351234683484e2ef3ad59427bbba,dcf46089490159ec0c275d8797bac8f4,f8ea5fcf9c628485e01b9c3cf52728c2,12.99,16.6,29.59,furniture_decor,delivered
d000351234683484e2ef3ad59427bbba,dcf46089490159ec0c275d8797bac8f4,f8ea5fcf9c628485e01b9c3cf52728c2,12.99,16.6,29.59,furniture_decor,delivered
d0004524a4d6c8fbf404f73e72e72c53,428c9b0270df86e9cf60837fd129aa55,f264c1d9b20b5e4a340254d0405e613b,69.99,17.74,87.73,cool_stuff,delivered
d001290419ddebaed22e4089349d4258,1022b26224cd90d6da9894ffe5ff6552,e59dd207c69d86e890febadc796d1078,125.0,22.81,147.81,cool_stuff,delivered
d00179bc87932107ac934cad54be82c6,c6f42e5dd569247aab7d16bbe7283d9c,652683d85a89f3b134e44989a601bc58,34.3,20.08,54.38,books_technical,delivered
d001f2789e0e5c936aecc230eb739284,76229876f6fb0efccb975b8ceb4afce5,78c4f2e6da6786ab39f8806a75c3db33,155.0,23.02,178.02,watches_gifts,delivered
d0028facea13f508e880202d7097a5a1,d2509c13692836fc0449e88cf9eb4858,8cefe1c6f2304e7e6825150218ffc58c,27.99,7.39,35.38,telephony,delivered
d002a94b221c08e6dd8ed72e7662d31d,367fd22f1e994de87cf447d29c167a1f,8a0234d9460e4ad9a041849057dce64e,797.6,43.63,841.23,health_beauty,delivered
d002eb4aca4f571c8be423868a738f93,600e4e92337a1567445b80030189ac49,e94df75b2e9a8b056be0c144a731f55c,84.5,16.35,100.85,pet_shop,delivered
d003080bcb95015f5bc092748ae52697,0927e313c410f8b7d64a99fb73360105,40749a37d68c1827c0ccd1844e9e3c8f,19.95,15.1,35.05,telephony,delivered
d00324ba609a8298286edcf713565755,300b5f21e1b69c0a77295f8a85027a98,bfc0d01be79d9038c7720f983bf954e0,137.0,37.65,174.65,watches_gifts,delivered
d0032af1034824fb3c4616830075fcb1,2ab7f76aa0731fa533ab18348ccea54f,88dd63919fc9ab693803578a04a20209,34.99,7.78,42.77,computers_accessories,delivered
d003f1dd8a01261b3625598a4554f4a5,aa4178995eb97c7a31f3133c5b244651,4638e41e1c53018897e12edbb2815807,378.0,23.3,401.3,auto,delivered
d0040ecb24efd3792cd2f6679895c53a,171233b55272542bfb1e4d1dab2569bb,c6dd917a0be2a704582055949915ab32,99.99,13.04,113.03,cool_stuff,delivered
d004e53c74f73a94ae2e2e586a5e2f4a,96ffb0aef6843454c595d5927832ab60,346b164b843475e78b18db900c65231c,319.9,27.52,347.42,watches_gifts,delivered
d006112ce36cbbb57fec00ebce1de147,86555999695e810261dac1dc96ede234,b23fd3f070d09d342bffeeea53c27aa3,119.9,29.03,148.93,garden_tools,processing
d0083f5db0e3fade5d9a7dc768e8df46,a6701673062c37eb53daa40b834d1aa7,5115d8cd6438c0c4d8abdf38d5d41ebd,69.0,18.58,87.58,fashion_bags_accessories,delivered
d008e845c1ba7ffcf8fbf42c4e412cbf,75c12b4d4f984ae51c153fed33e1b4eb,11e02f2cd150fa54525a1109f61ea2de,109.9,9.28,119.18,perfumery,delivered
d00beb3dc9b2e213d9ea5ee30b0541f3,0d41b93aa65d7ebb7b8b1f091ef6644c,4df79064ddcd595b7c0ca80f9729a67b,79.0,23.13,102.13,stationery,delivered
d00c0296f63ccdcf9062c425887095e6,4b63e580a723f5f78ecf8f0d4c81890a,c20a3f598c16d77249da67e81caa8317,32.0,13.8,45.8,housewares,delivered
d00d6712bb15e2f5c4c1766b9f60f43a,a349e0abe64d842144b9ef7cd244d3cb,782309e2b81eee24bab8da196e8a82be,29.99,18.31,48.3,baby,delivered
d00d7bc5d6fa2124037aaf4eb5be0a0e,330a969c9598b012f28f388088fadcda,80a286e053c52c87a4900fba51ee5b05,99.9,18.27,118.17,furniture_decor,delivered
d00e79f339bb76a1b6dbcc8cb41934e7,fd4d2add7fddcbb3074920019da1290a,f0354861ab19941a53209c2acbb1b604,94.9,18.54,113.44,toys,delivered
d00fc126358622ba5ae0ba1a334b3bc5,a596a519d885d2cd292e329de18406f6,5f504b3a1c75b73d6151be81eb05bdc9,610.0,37.54,647.54,cool_stuff,delivered
d00ff6010b4c8c182b603ec360026b44,04932ff700030fe6c723a32ed80bc2ad,aba86c093ccdbac75b09111d57e50004,116.6,53.09,169.69,office_furniture,delivered
d0100a52880e5602a06176b78dcf5f1b,20942b63de1fcbbd69ec927c5fca6569,ee0324bc19887939d7d0fcfca68ee955,69.9,35.84,105.74,furniture_decor,delivered
d010facca14d57e997bf54e52f0ea03b,fa8c1b0cc3867a62150b15d907f94382,f2c9d536b8a34c1b35f443f31290c2ce,46.99,7.39,54.38,telephony,delivered
d01105351950ac50f4969205d5d249f9,890083f58744ffe8c341846f57c388b7,6311e3c0a462892d8b8115567bee582f,69.9,15.56,85.46,health_beauty,delivered
d012bfc203fbb4ce9a0b4e19c4dcb375,a74dc36fcd7b3552e221b5ce1abf2021,8d74ab7fa8889c222b25920a6ad9d7bb,69.99,25.52,95.51,watches_gifts,delivered
d01376995a52b231a198a5f484b20841,4cac8b7a9ef92a68ee57202a8d8b9376,06edb72f1e0c64b14c5b79353f7abea3,39.99,11.85,51.84,bed_bath_table,delivered
d01395763bb11d18d9482f322715b80d,9f245dbd9c58b9856a0cfd5b2a481a6c,9e1260b3b3b06ad0be8cbbd26e4ec9fc,150.9,9.22,160.12,health_beauty,delivered
d014768ef3626e852218e98382169840,22210021ead9f4ebb1968130b654d092,3dfde6238edcdef675421817783b14da,49.38,13.47,62.85,computers_accessories,delivered
d0149bc6b6957d71d6acbd693d7b1a8a,5f19064157276155bd49bce992a378a4,4fcb3d9a5f4871e8362dfedbdb02b064,143.8,31.76,175.56,auto,delivered
d015219f23681e41543e3db6504a4865,7ee8a4fb1f82a72a8be3b69fccb683b6,2a5806f10d0f00e5ad032dd2e3c8806e,169.99,89.86,259.85,office_furniture,delivered
d0160c63f4290593b0d35f6e2045e693,b082b15e882634934fd91c73e4c057e0,e350532acfc2ee911b6dcf1029dcb48d,110.0,14.52,124.52,toys,delivered
d016acd5d2c7b6cfa89b282b8d1fd052,e779dd8c124598ef53a375b0a636fbea,fcb7e7f24f5e50c7786b39f30d5ae704,149.9,27.35,177.25,baby,delivered
d016dcea41e99763c837c94cf34562f6,88e101a3784262186585131b80bd3d49,076e4ce53c8914382e7ff3732511b17e,109.99,8.96,118.95,health_beauty,delivered
d017d0e91fe40d6aa17e32f698543706,30f451d315980b9bb52939eccbdb5130,7bcc81e7096d625f592094c60385ebc5,48.9,9.09,57.99,baby,delivered
d017dbce90d52a7df03496d94a6cbd46,d89b2df31c5983bfacd69a5a4f401ecc,e0cf79767c5b016251fe139915c59a26,29.9,10.76,40.66,health_beauty,delivered
d0187cf305e08f85775b03f6de2cff7b,595ac4d9648f78c1f8e00308962ad569,24ca97c9bbba92771baa2989300b2c50,30.0,12.6,42.6,pet_shop,delivered
d01892cabdc79c6a7592dbe80c5d7192,5b45714ef05cd86c20bda11b3e06b0c0,c1e5b96342357985d492c02b4279ce9b,159.9,14.14,174.04,sports_leisure,delivered
d01a489bb718b638df1e789951d37fbb,3d1e9ba476f69fa9d857a7be82e13d70,9c5eb07abad39517f560d32066739b5d,86.9,15.36,102.26,baby,delivered
d01bd950611f73e1490c45d87156374c,62c3d7422ddfe3eaf127b0ff104a6b2d,3c2e0c7185b8cb4c6172f7ad5e8f3075,35.0,16.05,51.05,health_beauty,delivered
d01c0baa4630bdd8a5d0266931837209,5be96cc643f055c5ec688661898ff816,2eb6e8f39feaf75fc5163f774d38f0f1,69.5,1.79,71.29,pet_shop,delivered
d01c0baa4630bdd8a5d0266931837209,5be96cc643f055c5ec688661898ff816,d3060c543b1b88a647cc284ed7a9dd4a,109.99,16.21,126.2,pet_shop,delivered
d01c5b46e00bd214519fe9f64bbb2649,c14683c13fb7e9f39e4228f207eb05a8,96aca2f53bcaed6f466449f7fb18ae75,79.0,14.72,93.72,"",canceled
d01d398884a6cf22acddc973b81de5c2,e7d9410aa7c87033dd9f7741cc5b8137,3938defa878985e56e22db94bbdea2ff,187.0,33.57,220.57,sports_leisure,delivered
d01d40156285b68a07581c2f2321ca55,e9cd11c2b7040919ac9104a9fd2d1f07,6f28f90ba66cfbdbe2b962446a0bec69,890.0,29.38,919.38,telephony,delivered
d01dff4d42c2ef5bdcb2085ccf391ed4,302bd5105bfe26a95e7942e9e85d5b2b,59472d9519d2b7956f78887301e908ec,35.0,11.39,46.39,furniture_decor,delivered
d01e880670a9a8612c1ad4ce4b56eb26,ac61866eb49bc6167a811bb5dd07adb1,5a6e53c3b4e8684b13388d6aa4afdf12,16.99,17.78,34.77,housewares,delivered
d01e92ec32f1236c8807d60c3f01a4cc,217413cd63c1f485aef2119fc9968a3a,dbb67791e405873b259e4656bf971246,81.99,7.92,89.91,computers_accessories,delivered
d01f0aba52a4d7b2cca8d7623538a434,da41f8be4acae374b2c5bfe8f9659e7e,e338f548cda0b52650b9acfd317a74db,54.9,20.94,75.84,fashion_bags_accessories,delivered
d01f15491f3bc2e461d13e32f03978f3,b9038bec8a0b992f070fde7610f94a66,aa70ae9ee9a798d44ae6e00ce6d82cb1,110.32,13.43,123.75,health_beauty,delivered
d01f15491f3bc2e461d13e32f03978f3,b9038bec8a0b992f070fde7610f94a66,c589625c8ccc7bfd2e8f1fb041e24c4a,110.32,13.43,123.75,health_beauty,delivered
d020f5569b2ed40da35996f2e433d0c7,3f1db6e3075aa98be8ee64d9f8a2a65f,0bc5e6c957486577f11519bf36577b38,21.99,8.72,30.71,health_beauty,delivered
d020f5569b2ed40da35996f2e433d0c7,3f1db6e3075aa98be8ee64d9f8a2a65f,0bc5e6c957486577f11519bf36577b38,21.99,8.72,30.71,health_beauty,delivered
d020f5569b2ed40da35996f2e433d0c7,3f1db6e3075aa98be8ee64d9f8a2a65f,0bc5e6c957486577f11519bf36577b38,21.99,8.72,30.71,health_beauty,delivered
d020f5569b2ed40da35996f2e433d0c7,3f1db6e3075aa98be8ee64d9f8a2a65f,0bc5e6c957486577f11519bf36577b38,21.99,8.72,30.71,health_beauty,delivered
d022bdad33a575ca5edb8c4d51e44310,403ac22a4f570846d684cdc9e0d47eb0,616042729c11849827291496b18e9ec5,54.9,15.13,70.03,sports_leisure,delivered
d02366be68b26b954269321e475a79fe,0ffda100257bd2c6ddb2d5d12a972b65,3cb0ece3f5f0b8121a53635c9f783aa5,21.65,8.72,30.37,housewares,delivered
d02366be68b26b954269321e475a79fe,0ffda100257bd2c6ddb2d5d12a972b65,3cb0ece3f5f0b8121a53635c9f783aa5,21.65,8.72,30.37,housewares,delivered
d0240bcff59b720e55a2fc2c74344b6f,09f758f6da558eae5292b1a7718518b2,7e7e1af4ab49963c6e1245b2dbd8f492,54.9,20.46,75.36,housewares,delivered
d025ee065bc1ef9e329d049e64d06ca8,8c0dee2ed4dd58189790ce7c7e378502,af35be35db4ad0dc288b571453337376,10.99,15.1,26.09,furniture_decor,delivered
d026317579e25a9dc30205ba3dfe5b96,f4a6449b040ef45fe219cf5cff341b86,282dcadbd8c61f52f06a8ae802b54ee6,99.9,14.0,113.9,health_beauty,delivered
d0269d8e6e340202e519f59cefeb094d,661ab54307d752dcc15fd85d731c0999,43423cdffde7fda63d0414ed38c11a73,55.0,7.94,62.94,watches_gifts,delivered
d0269d8e6e340202e519f59cefeb094d,661ab54307d752dcc15fd85d731c0999,43423cdffde7fda63d0414ed38c11a73,55.0,7.94,62.94,watches_gifts,delivered
d0279b35becff27d8de5a2278536388c,265b0b9cceac5c71a6f850d1341b7293,afeeea6271148ee1bb15173b8187c431,219.0,20.44,239.44,telephony,delivered
d02810c489d42d7e54dd19b8d7c9d91a,c21b4101c44c6030ad3784ece35e04cd,962a6951154f98f2c8e9a5b8b2bcf4a9,75.0,26.61,101.61,furniture_decor,delivered
d02832494d9e665c9647bc990b1c24ee,0e8f3042296ebd7f20095ce2fe09945f,d41e71b34a15f8bc2c7ed84561ebb600,529.0,47.55,576.55,computers_accessories,delivered
d0285226986b03fe9b3076d6649d51f5,108d8cbbb30750cf961bf635011d9552,777798445efd625458a90c13f3b3e6e7,63.9,19.42,83.32,toys,delivered
d028930433677c26ca42772687789041,d70d5b8b1b7a20eee8c44298312672d2,f8328e9125f089a968fc6b36116c4bb9,129.46,27.97,157.43,sports_leisure,delivered
d028a64c05f08a92c571f7c90337dd1b,25f26e7600734a0927afb2767ad3286d,b59fb744c6f3cd1dc23b10f760848d98,9.9,10.96,20.86,sports_leisure,delivered
d028d198f371aec5c0bbcadfc46c943c,96102e6a12a4cc071c0f51102e8feb5e,20d99367bb5820e9d15aef657b83b5a2,15.9,18.23,34.13,auto,delivered
d028e9aed5cc947eca3f3ad6e3815d17,8ab265b68e45adf3a9d8e7fd0df8815d,8562e2c780a345b609e1b802d7e3e4ae,79.9,23.49,103.39,bed_bath_table,shipped
d029aed4c68bfb0519211c6971b4b82b,5382d8167498d3069894e3d32430639a,2a2d22ae30e026f1893083c8405ca522,134.9,18.19,153.09,bed_bath_table,delivered
d029b3091a68a8ab2e4ed9cf13c5a1c7,93dc00b09dfe9b795707c31cfa9b05a5,9b125b82780e1bbb7716c906ff46f89b,59.9,15.63,75.53,pet_shop,delivered
d029fdde9d52a038f0de4e9ac1f7c9ad,ca7eaeb80f954232c07a1d7a86ca342f,37b56eb8cc2988e0d7b5cfd7858d67b3,109.9,25.26,135.16,pet_shop,delivered
d02a0111cedc20a548cb065955e04968,6f9bb1cf1aa360acd1a96aadeb478989,7c898e0b8ea203dd94ba846627fc34d1,159.94,38.96,198.9,office_furniture,delivered
d02a27af33a8164ec42eeddf27c5ad59,a0227ec32ff282dc027d2afd5982ba5a,81288df52439985f610be64465e53f57,109.99,17.51,127.5,sports_leisure,delivered
d02a5a29d82eed1f82be00c04745ea7c,ea27eeb8eb04badc2dbfe54cb1e54f74,da596542f9179c1021970d21d9b53b76,38.99,12.93,51.92,bed_bath_table,delivered
d02aaca43ec41972a88b471ff9451970,ddcaf43f9ff0a654b00262f451c60a82,368c6c730842d78016ad823897a372db,49.9,13.37,63.27,garden_tools,delivered
d02ab2f026a474b1ab8e19dfefb80ec4,e32f5e6caba0c49af037c91356fadf83,9e10ae46a3021a02f1692448ef9fa1db,37.9,25.63,63.53,health_beauty,delivered
d02adc4aef085f611aaf9e975642926a,fc78016bbb85f3105bfd610141fde114,42a2c92a0979a949ca4ea89ec5c7b934,59.9,25.26,85.16,housewares,invoiced
d02add6627c4d73a21227674f39e6f86,e1e9b9c2601f12c07d764a115f54f6fd,1f8281d23bd0d53a9d2cea4bad53ca58,99.0,52.7,151.7,furniture_decor,delivered
d02b1845a40a0f3f58d0fbf2e04fb0d2,2830de8be97ce6732dfd4c307bc2f353,c15c05beb23ff0f89b50e98c810dbc03,29.9,9.34,39.24,housewares,delivered
d02b32c3bcfb76481817b2222b990e84,749c63c19351b82200cd06b240518440,1ab21e6620cb6346784529bff0a0c43b,14.9,15.23,30.13,garden_tools,delivered
d02bd10feab6b4f3bb9b00496ac5da1b,82259ff3376efc103845f4f1568e910e,72172e982e8b92155069e4201c92c0bb,35.49,9.27,44.76,sports_leisure,delivered
d02bd10feab6b4f3bb9b00496ac5da1b,82259ff3376efc103845f4f1568e910e,72172e982e8b92155069e4201c92c0bb,35.49,9.27,44.76,sports_leisure,delivered
d02bfb7e0c24da3338699d38469e3e12,fac5e047dfe7fe85724e99ce3ff7eb80,7b3b38b62de0edfa802192d5c18d5489,99.9,19.94,119.84,bed_bath_table,delivered
d02c31bf4f5e040587f04c64f8e0ee9c,571f9e60ad9942db4d49ea1a37343445,e3ace35fe59021565fa9989acfdf8f3a,97.9,23.01,120.91,furniture_decor,delivered
d02c8608e14b940d4efee267ae23dc93,f6c2fddb486424d746d4a6ba2d27ccdb,37116a322ceabbe82c30430000af0db3,17.99,12.79,30.78,bed_bath_table,delivered
d02c8608e14b940d4efee267ae23dc93,f6c2fddb486424d746d4a6ba2d27ccdb,37116a322ceabbe82c30430000af0db3,17.99,12.79,30.78,bed_bath_table,delivered
d02d64a92b368e50d9d1dd6093514a5d,dfe9ac4c1f62211a550f6979937c91e4,15994dc9c5505e5feb9780945ed1cc8a,299.9,67.18,367.08,pet_shop,delivered
d0317266c850466c6599360d6c376200,e806a2e7d1f1f49eeb93379e66389e6e,83b00325c13c44245b2c3a2befa62a0e,149.99,36.91,186.9,baby,delivered
d032b5a19c78b60d1d65a567c274782d,6040f79d4f8a94363472308fc67ec011,9d967d813d8be59b6b5b21dc823155b4,52.09,18.54,70.63,housewares,delivered
d032ca8398bca294e452149d57c135ec,4a11fea2fec6130be9043db5b3866b79,25cdef5b1428725aa16b8b9a6fbd72ca,64.9,19.69,84.59,industry_commerce_and_business,delivered
d032dd122bc93c30a420b6ee101c7f69,95a33b9e31d7f366c9e8be44c7f402e2,9f1c3e71d56894398a42b050b07f1baa,12.77,15.1,27.87,cool_stuff,delivered
d03428478ca1e760e9c5898acc54665f,96d6b58803716cf4a2d006f34c6eb590,31b8e7c2a22f3dba5183cc110bdd72f7,199.6,14.06,213.66,electronics,delivered
d0359a27da2f3d0cec9b39779d622b95,7f552dc815b50d2f24b3f709f2b1a71f,54919ddb6aa3bf5bf5901d504a8b7f18,190.0,16.96,206.96,home_appliances,delivered
d035bb29ea5accfdb6e0c4b6925651cb,7f59143dc719ca40fe74c4527ac95a0e,02b750ee6f6f12a23c311b775ee4427a,250.0,26.1,276.1,baby,delivered
d03665e5fcb519e311e5609b2d0d2282,a4a8a7eb8cab3c01aa0b137399f4ed51,13b84ccbd3ce6a81ff8333896dbe84d8,42.0,28.75,70.75,housewares,delivered
d0368fa99cb0d8c87221ad122cfc24b5,166c0a9fbab75b56c9be0d08f23878ad,a92044ede94468b593b5e4d92498f6c1,129.34,21.4,150.74,furniture_decor,delivered
d036b12f69efa48855cbfa30a2db23c6,6f92b4743d86893a143f00c26ed3ad3b,cc971e0365873137b8bef2ebad633e6f,229.99,14.16,244.15,cool_stuff,delivered
d037016bf21257acf9413f8a2ee0fd09,57a05331e60fdf30d97f10a1327a1faf,918d420adcb5ca26487f9fff29535fd6,69.0,14.87,83.87,housewares,delivered
d0375554c3dba35f2633a701e75dd183,896807dd9f58b14b33035ffaf3591801,b80921007ed3f68cf6e536e6daf08610,29.99,7.78,37.77,telephony,delivered
d037a5a034750ef70889cb051fa83b59,9b5d7caf52c127e2de0322f7974be49e,3f994ee4a0b20760d1b173aa65037c95,215.0,22.59,237.59,cool_stuff,delivered
d038483af80789e9de38f63310a82f9c,9be7121d4cf8f3e20e08d2b5366139df,acaeeff80ea0d1f8206f4b25c32fe18e,42.0,43.93,85.93,sports_leisure,delivered
d038483af80789e9de38f63310a82f9c,9be7121d4cf8f3e20e08d2b5366139df,acaeeff80ea0d1f8206f4b25c32fe18e,42.0,43.93,85.93,sports_leisure,delivered
d0387cb335169ba746948d0acddc51ae,f5d8c95a4051df71aa809ee9b977c2ad,bb185a3def84599e9c16a8f88bb9379a,9.9,13.47,23.37,furniture_decor,delivered
d0387cb335169ba746948d0acddc51ae,f5d8c95a4051df71aa809ee9b977c2ad,77dfeb0e34976854ba703a339ff8fb2a,14.9,13.47,28.37,furniture_decor,delivered
d038a85c57a692238563950e532c2efe,291717783772f0e6961cb1d303dab54c,20767ba46ff14007ce4ed2cb1c4d546a,80.0,16.32,96.32,bed_bath_table,shipped
d03a0b22ce2d8c97001fb537aa6340b4,18a43505c6a3ac1bab80c3ec5ff3dfba,ff8e9a180c931adab01ed6b3c44edc25,389.99,22.22,412.21,garden_tools,delivered
